0 ,0.97 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0.97 ,0 ,0.92 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0.92 ,0 ,1.22 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,1.22 ,0 ,0.82 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0.82 ,0 ,0.78 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0.78 ,0 ,1.03 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,1.03 ,0 ,1.57 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,1.57 ,0 ,0.87 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.87 ,0 ,0.44 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.44 ,0 ,0.77 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.77 ,0 ,0.95 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.95 ,0 ,1.2 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.2 ,0 ,0.62 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.62 ,0 ,0.25 ,0 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.25 ,0 ,0.5 ,0 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.5 ,0 ,1.51 ,0 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.51 ,0 ,0.34 ,0 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.34 ,0 ,0.54 ,0 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.54 ,0 ,1.02 ,0 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,1.02 ,0 ,0.61 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.61 ,0 ,0.7 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0.7 ,0 
0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 